"Lon";"Lat";"scientificName";"year";"month";"day";"accessRights";"bibliographicCitation";"X_leaflet_id";"layerId";"edit_id"
"14";-6.261523;49.9439;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"15";-6.286189;49.90875;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"16";-3.776329;50.22929;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"17";-4.20035;50.33359;"Laminaria ochroleuca";"2012";"07";"07";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Marine Biological Association 42 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:50.064812";324;"324";"324"
"18";-8.853888889;41.69722222;"Laminaria ochroleuca";"2003";NA;NA;"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Sousa-Pinto I. &amp; Araújo, R. (2003). Intertidal rocky shore assemblages in Portugal. Centro Interdisciplinar de Investigaçao Marinha e Ambiental (CIMAR), Portugal. MarBEF/LargeNet cb (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:48.444125";324;"324";"324"
"19";-4.128217;50.33763;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"20";-5.06533;50.06617;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"21";-5.074668;50.09417;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"22";-6.280267;49.9144;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"23";-6.293249;49.97543;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"24";-5.186722;49.97245;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"25";-6.335305;49.88858;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"26";-6.275192;49.93074;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"27";-3.05655;48.83898;"Laminaria ochroleuca";"2007";"5";"13";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"28";-2.147031;49.14299;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"29";-3.955846;50.22863;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"30";-2.9849627;48.8663788;"Laminaria ochroleuca";"2010";"4";"24";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Institut Français de Recherche pour l’Exploitation de la MER (2022). Macrophytes occurrence data within French Mediterranen Lagoon since 2006 NA QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.138385";324;"324";"324"
"31";-6.258751;49.93683;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"32";-6.284998;49.97333;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"33";-6.275773;49.9233;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"34";-5.676056;50.03369;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"35";-6.261584;49.94522;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"36";-6.390503;49.9485;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"37";-2.346683;49.44782;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"38";-6.408065;49.87303;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"39";-6.290122;49.90896;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"40";-5.054855;50.05408;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"41";-3.05655;48.83898;"Laminaria ochroleuca";"2017";"4";"21";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"42";-4.137212;50.33882;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Natural England (NE) (2021): Marine Recorder Snapshot extract of surveys entered by Natural England. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/thn0xd DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.985744";324;"324";"324"
"43";-6.347656;49.88251;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"44";-25.1;37.05;"Laminaria ochroleuca";"2018";"9";"7";"To the extent possible under law, the publisher has waived all rights to these data and has dedicated them to the  Public Domain (CC0 1.0)";"Tempera, F, E. Atchoi, A.L. Sinde-Mano and D. Milla-Figueras; IMAR - Institute of Marine Research; 2020; Kelp occurrences in the Azores (NE Atlantic) https://dx.doi.org/10.14284/423 NA Kelp occurrences in the Azores (northeast Atlantic) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:49.537795";324;"324";"324"
"45";-4.80771;48.49023;"Laminaria ochroleuca";"2017";"4";"21";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"REBENT network (2019). Intertidal and Subtidal Macroalgae taxa data  in ODV format from French REBENT Network. SEANOE. Https://doi.org/10.17882/60891 NA Intertidal and Subtidal Macroalgae taxa data in ODV format from French REBENT Network (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.367691";324;"324";"324"
"46";-3.0565641;48.8389778;"Laminaria ochroleuca";"2007";"5";"12";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Institut Français de Recherche pour l’Exploitation de la MER (2022). Macrophytes occurrence data within French Mediterranen Lagoon since 2006 NA QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.138385";324;"324";"324"
"47";-2.528666;49.453;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"48";-4.0058632;48.7596283;"Laminaria ochroleuca";"2006";"6";"5";"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Institut Français de Recherche pour l’Exploitation de la MER (2022). Macrophytes occurrence data within French Mediterranen Lagoon since 2006 NA QUADRIGE - Coastal monitoring database and products, 1974 onwards. (6064) (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:43.138385";324;"324";"324"
"49";-3.465546636;43.48040742;"Laminaria ochroleuca";"1998";"5";"12";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Juanes, A. J; Environmental Hydraulics Institute (IHCantabria), University of Cantabria, Spain (2019): Biomass of characteristic intertidal and subtidal taxa in the N of Spain from 1992 to 2003 IHCantabria Biomass of Characteristic Intertidal and Subtidal Taxa in the N of Spain from 1992 to 2003 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:49.014999";324;"324";"324"
"50";-4.155448;50.33441;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"51";-3.465546636;43.48040742;"Laminaria ochroleuca";"1998";"9";"25";"This work is licensed under a  Creative Commons Attribution Non Commercial (CC-BY-NC) 4.0 License";"Juanes, A. J; Environmental Hydraulics Institute (IHCantabria), University of Cantabria, Spain (2019): Biomass of characteristic intertidal and subtidal taxa in the N of Spain from 1992 to 2003 IHCantabria Biomass of Characteristic Intertidal and Subtidal Taxa in the N of Spain from 1992 to 2003 (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:49.014999";324;"324";"324"
"52";-6.35752;49.89924;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
"53";-2.541331;49.418;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"54";-6.306579;49.96542;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"SeaSearch (2021): Marine Recorder Snapshot extract of surveys entered by SeaSearch. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/yq0gbg DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:47.592558";324;"324";"324"
"55";-6.295278;49.90427;"Laminaria ochroleuca";NA;NA;NA;"This work is licensed under a  Creative Commons Attribution (CC-BY) 4.0 License";"Joint Nature Conservation Committee (JNCC) (2021): Marine Recorder Snapshot extract of surveys entered by JNCC. v2.1. Marine Biological Association. Dataset/Samplingevent. https://doi.org/10.17031/mehqrq DASSH NA (Available: Ocean Biogeographic Information System. Intergovernmental Oceanographic Commission of UNESCO. www.iobis.org. Accessed: 2026-04-21 14:09:46.775415";324;"324";"324"
